StackNumber,Protons,PX,PY,PZ,P2P3,P12,PE,SlotOrien,SlotSpin,Tcount,CanBind,h6,ep5,ps5,h4,ep3,ps3,h2,ep1,ps1,h1,ep2,ps2,h3,ep4,ps4,h5,ep6,ps6,h7,Cfhole,Hloc,h6x,h6y,h6z,p5x,p5y,p5z,h4x,h4y,h4z,p3x,p3y,p3z,h2x,h2y,h2z,p1x,p1y,p1z,h1x,h1y,h1z,p2x,p2y,p2z,h3x,h3y,h3z,p4x,p4y,p4z,h5x,h5y,h5z,p6x,p6y,p6z,h7x,h7y,h7z,Neutrons,N1N2,N1,N2,N3,N4,N5,N6,n1x,n1y,n1z,n2x,n2y,n2z,n3x,n3y,n3z,n4x,n4y,n4z,n5x,n5y,n5z,n6x,n6y,n6z,Electrons,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,e5x,e5y,e5z,e6x,e6y,e6z,,,,,,,,,,,,,,,
129,6,0,0,0,0.3,0.295,0.0648,Z,M,4,Y,t,B,L,,B,L,,T,L,,T,L,,T,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,M,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
130,6,0,0,0,0.3,0.295,0.0648,Z,N,4,Y,t,B,R,,B,R,,T,R,,T,R,,T,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,N,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
131,6,0,0,0,0.3,0.295,0.0648,Z,P,4,Y,t,B,L,,B,L,,T,R,,T,R,,T,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,P,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
132,6,0,0,0,0.3,0.295,0.0648,Z,Q,4,Y,t,B,R,,B,R,,T,L,,T,L,,T,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,Q,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
133,6,0,0,0,0.3,0.295,0.0648,Z,M,3,Y,t,B,L,,B,L,,B,L,,T,L,,T,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,M,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
134,6,0,0,0,0.3,0.295,0.0648,Z,N,3,Y,t,B,R,,B,R,,B,R,,T,R,,T,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,N,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
135,6,0,0,0,0.3,0.295,0.0648,Z,P,3,Y,t,B,L,,B,L,,B,L,,T,R,,T,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,P,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
136,6,0,0,0,0.3,0.295,0.0648,Z,Q,3,Y,t,B,R,,B,R,,B,R,,T,L,,T,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,Q,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
137,6,0,0,0,0.3,0.295,0.0648,Z,M,2,Y,t,B,L,,B,L,,B,L,,B,L,,T,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,M,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
138,6,0,0,0,0.3,0.295,0.0648,Z,N,2,Y,t,B,R,,B,R,,B,R,,B,R,,T,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,N,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
139,6,0,0,0,0.3,0.295,0.0648,Z,P,2,Y,t,B,L,,B,L,,B,L,,B,L,,T,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,P,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
140,6,0,0,0,0.3,0.295,0.0648,Z,Q,2,Y,t,B,R,,B,R,,B,R,,B,R,,T,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,Q,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
141,6,0,0,0,0.3,0.295,0.0648,Z,M,1,Y,t,B,L,,B,L,,B,L,,B,L,,B,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,M,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
142,6,0,0,0,0.3,0.295,0.0648,Z,N,1,Y,t,B,R,,B,R,,B,R,,B,R,,B,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,N,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
143,6,0,0,0,0.3,0.295,0.0648,Z,P,1,Y,t,B,L,,B,L,,B,L,,B,L,,B,L,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,P,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
144,6,0,0,0,0.3,0.295,0.0648,Z,Q,1,Y,t,B,R,,B,R,,B,R,,B,R,,B,R,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,Q,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
